index,label
12472,0
12478,0
12487,1
12488,0
12495,0
12496,0
12501,0
12506,0
12512,0
12513,0
12537,0
12538,0
12539,0
12540,0
12542,0
12545,0
12551,0
12556,0
12559,0
12561,0
12570,0
12575,0
12577,0
12589,0
12607,0
12608,0
12617,0
12626,0
12627,0
12660,0
12664,0
12679,0
12707,0
12710,0
12714,0
12718,0
12723,1
12739,0
12740,0
12742,0
12751,0
12754,0
12760,1
12761,0
12762,0
12787,0
12801,0
12817,0
12819,0
12823,0
12824,0
12832,0
12835,0
12856,0
12870,0
12871,0
12893,0
12899,0
12904,0
12914,0
12921,0
12930,1
12953,0
12964,1
12971,0
12984,0
12993,0
13003,0
13014,0
13018,0
13024,0
13028,0
13029,0
13033,0
13036,0
13047,1
13050,0
13055,0
13062,0
13065,1
13073,0
13075,0
13076,0
13077,0
13086,0
13091,0
13092,0
13096,0
13107,0
13120,0
13122,0
13129,0
13131,1
13133,0
13149,0
13153,0
13154,1
13155,0
13157,0
13162,0
13165,0
13175,0
13176,0
13179,0
13192,0
13201,0
13203,0
13205,0
13206,0
13215,0
13219,0
13221,0
13224,0
13235,0
13253,0
13254,0
13256,0
13262,0
13277,0
13286,0
13288,0
13291,0
13301,0
13302,0
13306,0
13314,0
13315,1
13316,0
13324,0
13339,0
13344,0
13347,0
13352,0
13357,0
13359,0
13389,0
13393,0
13395,0
13397,0
13402,0
13403,0
13407,0
13410,0
13417,0
13426,0
13427,1
13443,0
13450,0
13459,0
13462,0
13465,0
13476,0
13487,0
13499,1
13504,0
13507,0
13517,0
13530,0
13531,0
13545,0
13547,0
13552,0
13574,0
13577,0
13578,0
13583,0
13595,0
13599,0
13604,1
13607,0
13611,0
13636,0
13656,0
13657,0
13678,0
13692,0
13694,0
13697,0
13719,0
13729,0
13737,0
13739,0
13753,0
13757,1
13761,0
13766,0
13772,0
13782,0
13787,0
13795,0
13798,0
13799,1
13805,0
13809,0
13813,0
13818,0
13830,0
13837,0
13838,0
13843,0
13855,0
13856,0
13860,0
13862,1
13868,0
13870,0
13876,0
13889,0
13908,0
13910,0
13915,0
13930,0
13937,0
13939,0
13940,0
13944,0
13947,0
13951,0
13953,0
13967,0
13987,0
13991,0
14001,0
14003,0
14008,0
14014,0
14021,1
14023,0
14025,0
14029,0
14032,0
14035,0
14040,0
14048,1
14065,0
14071,0
14073,0
14074,0
14075,0
14083,0
14090,0
14093,0
14098,0
14111,0
14132,0
14151,0
14155,0
14156,0
14163,1
14180,0
14181,0
14188,0
14192,0
14193,0
14195,0
14199,0
14223,0
14227,0
14234,0
14235,0
14239,0
14240,0
14246,0
14254,0
14263,0
14271,0
14285,0
14288,0
14290,0
14301,0
14302,0
14305,0
14308,0
14316,0
14318,0
14326,0
14336,0
14338,0
14342,0
14343,0
14348,0
14353,0
14357,0
14359,1
14362,0
14371,0
14375,0
14377,0
14380,1
14381,0
14387,0
14389,0
14392,0
14395,0
14403,0
14404,0
14411,0
14413,0
14430,0
14432,0
14436,0
14449,0
14451,0
14455,0
14461,0
14480,0
14495,0
14498,0
14502,0
14517,0
14523,0
14530,0
14532,0
14534,0
14560,0
14569,0
14570,0
14582,0
14585,0
14586,0
14589,0
14594,0
14595,0
14597,0
14603,0
14605,0
14607,0
14609,0
14612,1
14613,0
14621,0
14626,0
14641,0
14645,0
14655,0
14661,0
14669,0
14670,0
14672,0
14678,1
14683,0
14689,0
14699,0
14709,0
14718,0
14722,0
14723,0
14727,0
14734,0
14746,1
14748,0
14761,0
14766,0
14767,0
14775,0
14782,1
14787,0
14788,0
14798,0
14800,0
14805,0
14807,0
14822,0
14824,1
14828,0
14832,0
14833,0
14849,0
14891,0
14897,0
14903,0
14904,0
14909,0
14911,0
14918,0
14919,1
14921,0
14926,0
14928,0
14929,0
14930,0
14931,0
14940,0
14958,0
14961,0
14964,0
14965,1
14973,0
14982,0
14986,0
14991,0
14998,0
15002,0
15004,0
15006,0
15020,1
15026,1
15030,0
15035,0
15048,0
15050,0
15057,1
15068,0
15079,1
15099,0
15100,0
15119,0
15130,0
15133,1
15137,0
15138,0
15150,0
15161,0
15171,0
15172,1
15173,0
15181,1
15195,0
15199,1
15204,1
15212,0
15218,0
15228,0
15229,0
15248,1
15252,0
15265,0
15284,0
15290,0
15307,0
15316,0
15324,0
15327,0
15340,0
15350,0
15355,0
15356,0
15373,0
15374,0
15380,0
15382,1
15385,0
15388,0
15395,0
15410,0
15411,0
15423,0
15427,0
15429,0
15432,0
15433,0
15434,0
15442,0
15446,0
15453,0
15467,0
15473,0
15486,0
15487,0
15507,0
15509,0
15510,0
15513,0
15530,0
15537,0
15551,1
15560,0
15561,0
15565,0
15576,0
15595,1
15603,0
15610,0
15616,0
15622,0
15625,0
15629,0
15635,1
15645,0
15664,0
15665,0
15666,0
15668,0
15673,0
15675,0
15676,0
15679,0
15681,1
15688,0
15693,0
15700,0
15710,0
15718,0
15724,0
15728,0
15730,0
15756,0
15760,1
15762,1
15763,0
15767,0
15770,0
15774,0
15780,0
15785,0
15789,0
15793,0
15799,0
15808,1
15811,0
15821,0
15833,0
15836,0
15848,0
15850,0
15876,0
15895,0
15913,1
15918,0
15922,1
15928,0
15933,0
15934,0
15935,0
15958,0
15960,0
15962,0
15963,0
16008,0
16011,1
16020,0
16028,0
16032,0
16033,0
16040,0
16043,0
16050,0
16059,0
16068,0
16073,0
16077,0
16084,0
16086,0
16088,0
16099,0
16102,0
16103,0
16117,0
16118,0
16124,0
16128,0
16129,0
16132,1
16142,0
16148,0
16152,0
16178,0
16182,0
16183,0
16195,0
16204,1
16211,0
16216,0
16227,0
16230,0
16234,0
16235,1
16249,0
16253,0
16260,0
16265,0
16270,0
16279,0
16298,0
16301,0
16314,0
16329,0
16333,0
16347,1
16351,0
16354,0
16358,0
16361,0
16363,0
16364,0
16381,0
16397,0
16403,0
16413,0
16415,0
16426,0
16434,1
16435,0
16437,0
16459,0
16483,0
16486,0
16487,0
16492,0
16504,0
16510,0
16516,0
16525,0
16526,0
16548,0
16558,0
16562,0
16565,0
16566,0
16575,0
16579,1
16583,0
16616,0
16618,0
16625,0
16640,0
16651,0
16662,0
16665,0
16668,0
16693,0
16699,1
16702,1
16705,0
16708,0
16712,0
16718,0
16719,0
16729,0
16733,0
16737,0
16746,0
16751,0
16753,1
16759,0
16766,0
16770,0
16771,1
16783,0
16785,0
16791,0
16797,0
16802,1
16806,0
16810,0
16814,0
16817,0
16819,0
16821,0
16823,0
16841,0
16844,0
16865,0
16870,1
16871,0
16872,0
16878,0
16879,0
16886,0
16887,0
16889,0
16893,0
16896,0
16897,0
16899,0
16900,0
16902,0
16904,0
16924,0
16925,0
16928,0
16930,0
16932,0
16942,0
16947,0
16960,0
16965,0
16970,0
16977,0
16980,0
16984,0
16987,1
17008,0
17011,0
17017,0
17030,0
17034,0
17043,0
17047,0
17062,0
17063,0
17085,0
17086,0
17089,0
17094,0
17097,0
17101,0
17104,1
17109,0
17111,0
17117,0
17140,0
17142,0
17155,0
17162,0
17164,0
17167,0
17176,0
17178,0
17181,0
17194,0
17200,0
17207,0
17215,0
17216,0
17218,0
17228,0
17231,0
17239,0
17243,0
17247,0
17252,0
17255,0
17256,0
17258,0
17261,0
17265,0
17269,0
17271,0
17283,0
17293,0
17301,0
17311,0
17313,0
17328,0
17329,0
17330,0
17331,0
17332,0
17339,0
17343,0
17352,0
17358,0
17359,0
17361,0
17365,0
17366,0
17371,0
17404,0
17410,0
17423,0
17425,0
17451,1
17467,1
17488,0
17491,0
17496,1
17506,0
17507,0
17508,0
17509,0
17511,0
17528,0
17534,0
17538,1
17548,0
17559,1
17568,1
17575,0
17576,0
17589,0
17602,0
17603,0
17611,0
17626,0
17629,0
17635,0
17636,0
17646,0
17651,0
17656,0
17659,0
17662,0
17668,0
17681,0
17684,0
17689,0
17698,1
17699,0
17702,0
17704,0
17708,0
17711,0
17713,0
17715,0
17716,0
17717,0
17721,0
17725,0
17729,0
17730,0
17740,0
17749,1
17767,0
17768,0
17772,0
17781,0
17784,0
17806,0
17809,0
17812,0
17813,0
17814,0
17830,0
17834,0
17835,0
17842,0
17856,0
17857,0
17858,0
17868,0
17875,0
17878,0
17881,0
17883,1
17903,0
17906,0
17908,0
17910,0
17914,0
17917,0
17918,0
17919,0
17921,0
17922,0
17923,0
17925,0
17926,1
17933,1
17949,0
17957,0
17961,0
17968,0
17973,0
17976,0
17984,0
17985,0
17992,0
17997,0
18006,0
18011,0
18025,0
18030,0
18034,0
18035,0
18043,0
18046,1
18047,0
18053,0
18054,0
18058,0
18060,0
18062,0
18073,0
18079,0
18096,0
18104,0
18124,0
18134,0
18136,0
18145,0
18152,1
18154,0
18156,0
18157,0
18160,0
18164,0
18173,0
18182,0
18184,0
18201,0
18202,0
18210,1
18223,0
18233,0
18243,0
18244,0
18249,0
18256,0
18258,0
18296,0
18303,0
18306,0
18314,0
18315,0
18321,0
18324,0
18325,0
18335,0
18350,0
18363,0
18365,0
18376,0
18377,0
18380,0
18384,0
18389,1
18390,0
18393,0
18405,0
18409,0
18416,0
18417,0
18421,0
18424,0
18425,0
18431,0
18436,0
18437,0
18444,1
18447,0
18456,0
18461,0
18469,0
18472,0
18482,0
18496,0
18500,0
18513,0
18520,0
18527,0
18538,0
18551,0
18556,0
18573,0
18580,0
18584,0
18585,0
18586,0
18590,0
18592,1
18596,0
18597,1
18599,0
18612,0
18617,0
18630,0
18637,0
18642,0
18651,0
18659,0
18669,0
18674,0
18682,0
18695,0
18707,0
18712,0
18715,0
18727,0
18729,0
18732,0
18735,0
18744,0
18747,0
18751,0
18753,1
18764,0
18785,0
18788,0
18792,0
18800,0
18801,0
18816,0
18819,0
18827,0
18831,0
18837,0
18839,0
18841,0
18844,0
18857,0
18858,0
18859,0
18865,0
18870,0
18872,0
18877,0
18881,0
18897,0
18908,0
18913,0
18918,1
18926,1
18929,0
18933,0
18934,0
18938,0
18942,0
18943,0
18948,1
18954,0
18956,0
18961,0
18972,0
18976,0
18977,0
18986,0
18988,0
18989,0
19002,1
19008,0
19015,0
19027,0
19046,0
19055,1
19060,0
19065,0
19073,0
19078,1
19080,0
19083,0
19085,1
19087,0
19099,0
19104,0
19110,0
19111,0
19114,0
19116,0
19121,0
19124,0
19127,0
19132,0
19151,1
19167,0
19174,0
19177,0
19185,0
19187,0
19193,0
19196,0
19198,0
19201,0
19205,0
19207,0
19209,0
19211,0
19213,0
19215,1
19225,0
19228,0
19231,0
19235,1
19243,0
19259,0
19267,0
19272,0
19276,0
19291,1
19296,1
19298,0
19300,0
19310,0
19327,0
19339,0
19352,0
19354,0
19363,0
19380,0
19415,0
19416,0
19423,0
19434,0
19442,0
19446,0
19447,0
19450,0
19453,0
19457,0
19459,0
19463,0
19478,0
19480,0
19495,0
19498,0
19511,0
19529,0
19532,1
19539,0
19545,0
19551,0
19556,0
19568,0
19574,1
19583,0
19584,0
19589,0
19590,0
19592,0
19620,0
19623,0
19625,0
19629,1
19638,0
19664,1
19667,0
19674,0
19676,0
19684,0
19693,0
19695,0
19703,1
19706,1
19710,0
19716,0
19719,0
19722,0
19724,0
19725,1
19739,0
19742,0
19746,0
19747,0
19759,0
19764,0
19765,0
19766,0
19769,0
19774,0
19782,0
19784,0
19800,0
19803,0
19805,0
19808,0
19812,0
19825,0
19833,0
19837,0
19842,0
19843,1
19850,0
19853,0
19856,0
19858,0
19878,0
19879,0
19882,0
19884,0
19898,0
19901,0
19907,0
19909,1
19918,0
19920,0
19926,0
19931,0
19944,0
19960,0
19965,0
19970,0
19975,0
19985,0
19992,0
19995,0
19996,0
19997,0
20008,0
20015,0
20017,0
20018,0
20019,0
20026,0
20036,0
20039,0
20048,0
20052,0
20056,0
20060,0
20063,0
20075,1
20084,1
20087,0
20089,1
20093,0
20096,0
20101,0
20102,0
20106,0
20118,0
20119,0
20122,1
20130,0
20131,0
20134,0
20139,0
20146,0
20159,0
20170,0
20206,0
20211,0
20216,0
20219,0
20225,0
20234,0
20249,0
20252,0
20261,0
20263,0
20267,0
20268,0
20269,0
20281,0
20282,0
20283,0
20284,0
20288,0
20289,0
20295,0
20296,0
20302,0
20308,0
20316,0
20318,0
20329,0
20331,0
20334,0
20335,0
20368,0
20376,0
20390,0
20393,0
20409,0
20415,0
20416,0
20417,0
20441,0
20446,0
20451,0
20455,0
20460,0
20472,0
20477,0
20482,0
20484,1
20486,0
20492,0
20496,0
20506,0
20507,1
20518,0
20522,0
20526,0
20528,0
20538,0
20540,0
20548,0
20568,0
20570,0
20577,0
20589,0
20600,0
20602,0
20607,0
20611,0
20628,0
20650,0
20657,0
20668,0
20678,0
20688,0
20720,0
20722,0
20742,0
20753,0
20755,0
20765,0
20778,0
20791,0
20792,0
20805,0
20812,0
20813,0
20818,0
20831,0
20836,0
20849,0
20856,0
20878,0
20882,0
20884,0
20888,1
20902,0
20919,0
20922,0
20930,0
20932,0
20943,0
20961,0
20969,0
20974,0
20993,0
20994,0
20997,0
21003,0
21010,0
21011,0
21012,0
21032,0
21034,0
21039,0
21042,0
21043,0
21054,0
21060,0
21063,0
21070,1
21075,0
21083,0
21084,0
21093,0
21094,0
21099,0
21101,0
21102,0
21104,0
21128,0
21132,1
21136,0
21140,0
21142,0
21147,0
21148,0
21158,0
21181,0
21218,0
21223,0
21243,0
21244,0
21254,0
21256,0
21257,0
21272,0
21274,0
21281,0
21283,0
21288,0
21290,0
21293,0
21310,0
21311,0
21320,0
21321,0
21322,0
21325,1
21329,0
21330,0
21337,0
21358,0
21361,0
21368,0
21374,0
21375,0
21394,0
21399,0
21407,1
21409,0
21410,0
21415,0
21455,0
21461,0
21465,0
21467,1
21478,0
21481,0
21496,0
21498,1
21501,0
21506,0
21508,0
21516,0
21517,0
21525,0
21531,0
21535,0
21537,0
21540,0
21543,0
21556,0
21558,0
21559,1
21567,0
21570,0
21574,1
21596,0
21597,0
21605,0
21620,0
21633,0
21641,0
21644,0
21649,0
21654,0
21655,0
21658,1
21675,0
21677,0
21679,1
21684,0
21685,0
21692,0
21700,0
21705,0
21707,0
21709,0
21717,0
21738,0
21750,0
21751,0
21755,0
21757,0
21766,0
21776,0
21777,1
21779,0
21807,0
21814,0
21835,0
21850,0
21854,0
21855,0
21861,0
21866,1
21875,0
21879,1
21885,0
21898,0
21932,0
21933,0
21938,0
21941,0
21953,0
21959,0
21963,0
21965,0
21966,0
21972,1
21994,0
21997,0
22003,0
22011,0
22016,0
22028,0
22031,0
22032,0
22045,0
22061,0
22074,0
22077,0
22086,0
22097,0
22112,0
22115,1
22120,0
22124,0
22125,1
22126,0
22134,0
22141,0
22145,1
22147,0
22154,0
22159,1
22165,1
22168,0
22172,0
22186,0
22228,0
22232,1
22234,0
22236,0
22237,0
22241,0
22255,0
22256,0
22259,1
22268,0
22269,0
22278,0
22282,0
22286,0
22295,0
22300,1
22302,0
22303,0
22316,0
22329,0
22336,0
22346,0
22350,1
22352,0
22355,0
22361,0
22367,0
22370,0
22384,0
22386,0
22391,0
22392,0
22403,0
22413,0
22421,0
22433,0
22434,0
22436,0
22438,0
22439,0
22441,0
22443,1
22445,0
22447,0
22454,0
22461,0
22472,0
22490,0
22497,1
22498,0
22501,0
22504,0
22507,0
22509,0
22515,0
22523,0
22526,0
22533,0
22544,1
22554,1
22561,0
22568,0
22574,0
22576,0
22579,0
22582,0
22583,0
22584,0
22587,0
22596,0
22598,0
22600,0
22601,0
22608,0
22610,0
22615,0
22629,0
22630,0
22637,0
22641,0
22646,0
22653,0
22656,0
22662,0
22668,0
22680,0
22682,0
22683,0
22690,0
22691,0
22692,0
22709,0
22712,0
22724,1
22728,0
22729,1
22730,0
22731,0
22732,0
22742,0
22748,0
22752,0
22763,0
22765,0
22771,0
22779,0
22784,0
22793,0
22794,0
22804,0
22808,1
22810,0
22816,0
22821,0
22825,0
22839,0
22841,0
22856,0
22858,0
22859,1
22861,0
22865,0
22868,1
22872,0
22876,0
22887,0
22905,0
22909,0
22917,0
22928,0
22932,0
22948,0
22951,0
22952,0
22963,0
22971,0
22980,1
22990,0
22992,0
22994,0
22998,0
23003,0
23004,0
23007,0
23017,0
23029,0
23030,0
23032,0
23040,0
23046,0
23048,0
23052,0
23066,0
23069,1
23072,0
23073,0
23083,1
23084,0
23097,0
23100,0
23106,1
23122,0
23125,0
23127,0
23128,1
23136,0
23139,0
23149,1
23150,0
23153,0
23156,0
23183,0
23190,1
23196,0
23200,0
23203,0
23206,0
23207,0
23214,0
23218,0
23236,0
23239,0
23248,0
23254,1
23260,0
23270,0
23283,1
23294,0
23297,0
23304,0
23305,0
23306,0
23307,0
23308,0
23321,0
23329,0
23333,0
23336,0
23347,0
23356,0
23370,0
23378,1
23384,0
23386,0
23401,0
23403,0
23408,0
23423,0
23425,0
23436,0
23442,0
23448,0
23457,0
23459,0
23461,0
23463,1
23471,0
23483,0
23495,0
23509,0
23510,0
23521,0
23533,0
23538,0
23543,0
23546,0
23547,0
23554,0
23557,0
23558,0
23568,0
23569,0
23575,0
23578,0
23585,0
23586,0
23593,0
23598,0
23605,0
23608,0
23612,0
23614,0
23618,0
23622,0
23627,0
23636,0
23638,0
23643,0
23644,1
23658,0
23670,0
23671,0
23680,0
23682,0
23701,0
23703,1
23705,0
23712,0
23717,0
23721,0
23725,0
23730,1
23757,0
23758,0
23763,0
23765,0
23768,0
23784,0
23795,0
23803,0
23809,0
23810,0
23819,0
23829,0
23830,0
23836,0
23843,0
23847,0
23856,0
23876,0
23880,0
23895,0
23896,1
23901,0
23910,0
23920,0
23933,1
23935,0
23949,0
23955,0
23959,0
23967,0
23969,0
23997,0
24001,1
24007,0
24013,0
24020,0
24046,0
24059,0
24062,0
24063,0
24067,0
24075,0
24082,0
24086,0
24089,0
24095,0
24097,0
24105,0
24115,0
24119,0
24130,0
24139,0
24151,0
24153,0
24165,0
24166,1
24182,0
24184,0
24188,1
24201,0
24218,0
24220,1
24221,0
24225,0
24226,0
24235,0
24239,0
24242,0
24244,1
24246,0
24279,0
24280,0
24283,0
24286,0
24304,0
24305,0
24306,0
24307,0
24313,0
24333,0
24339,0
24349,0
24360,0
24361,0
24363,0
24372,0
24374,0
24381,0
24393,0
24401,0
24404,0
24407,0
24425,0
24428,0
24431,0
24433,0
24439,0
24442,0
24444,0
24451,0
24455,0
24460,0
24465,1
24467,1
24469,0
24488,0
24491,0
24497,0
24514,0
24516,0
24525,0
24530,0
24537,0
24540,0
24543,0
24557,0
24568,0
24576,0
24583,0
24590,0
24599,0
24602,0
24606,0
24607,1
24608,0
24612,1
24635,0
24637,0
24650,0
24660,1
24662,0
24667,0
24675,0
24680,0
24682,0
24690,0
24691,0
24698,0
24701,0
24703,0
24709,0
24714,0
24722,0
24729,0
24732,0
24738,0
24740,0
24741,0
24745,0
24751,0
24771,0
24775,0
24778,1
24785,0
24790,0
24792,1
24793,1
24808,1
24811,0
24821,0
24827,0
24829,0
24837,0
24843,0
24846,0
24885,1
24886,0
24888,0
24889,1
24894,0
24895,0
24900,0
24920,0
24921,0
24924,0
24927,0
24932,1
24934,0
24937,0
24938,0
24940,0
24946,1
24966,0
24974,0
24977,1
24984,1
24991,0
25003,0
25010,1
25017,0
25021,0
25022,0
25029,0
25042,0
25044,0
25055,0
25061,0
25073,0
25078,0
25080,0
25088,0
25102,1
25103,0
25114,0
25123,0
25126,0
25140,1
25163,0
25181,1
25187,1
25191,0
25203,0
25208,1
25211,1
25215,0
25220,0
25222,0
25232,0
25240,0
25241,0
25249,0
25273,0
25280,0
25286,0
25323,0
25328,0
25330,0
25334,0
25350,1
25357,1
25361,0
25363,1
25368,1
25377,0
25380,0
25381,0
25383,0
25388,0
25397,1
25401,0
25402,0
25428,0
25434,0
25435,1
25445,0
25456,0
25459,0
25476,0
25477,0
25478,0
25482,0
25484,0
25486,0
25487,0
25493,0
25508,0
25529,0
25558,0
25561,0
25570,0
25574,0
25579,0
25584,0
25585,0
25586,0
25597,1
25605,0
25610,1
25611,0
25612,0
25613,0
25628,0
25631,0
25634,0
25636,0
25637,0
25645,0
25647,0
25651,0
25658,0
25662,0
25677,0
25683,0
25687,0
25689,0
25693,0
25702,0
25707,0
25710,0
25723,0
25726,0
25738,1
25740,0
25751,1
25755,0
25761,1
25774,0
25777,0
25781,1
25785,0
25786,0
25789,0
25790,1
25809,0
25810,0
25817,0
25827,0
25838,0
25839,1
25847,0
25854,0
25868,0
25878,0
25884,0
25890,0
25895,0
25908,0
25913,0
25926,0
25931,0
25934,0
25938,0
25958,0
25978,0
25979,1
25985,0
25987,0
25988,0
25994,0
25999,0
26000,0
26004,0
26014,0
26023,0
26026,0
26030,0
26032,0
26034,0
26036,0
26042,0
26049,0
26050,0
26071,0
26074,0
26076,0
26094,0
26097,0
26106,0
26108,0
26111,0
26118,0
26126,0
26139,0
26140,0
26141,0
26143,0
26149,0
26161,0
26174,0
26176,0
26200,0
26211,0
26214,0
26216,0
26218,0
26225,0
26232,0
26234,0
26239,0
26243,0
26244,1
26258,0
26262,0
26272,1
26273,0
26284,0
26290,0
26292,0
26294,0
26299,0
26303,0
26316,0
26317,0
26321,0
26322,0
26330,0
26339,1
26342,0
26348,0
26350,0
26353,0
26357,0
26373,0
26384,0
26385,0
26387,0
26396,0
26399,0
26408,0
26419,1
26431,0
26432,0
26463,0
26465,0
26466,0
26478,0
26491,0
26504,0
26505,0
26510,0
26517,0
26527,0
26528,0
26529,0
26543,0
26552,0
26563,0
26566,0
26586,1
26590,1
26605,0
26607,1
26609,1
26614,0
26616,1
26620,0
26625,0
26630,0
26631,0
26639,0
26646,0
26653,1
26655,0
26656,1
26663,0
26672,0
26682,1
26689,0
26695,0
26699,0
26702,0
26703,0
26721,0
26724,0
26735,0
26738,0
26741,0
26756,0
26772,0
26781,1
26786,1
26787,0
26792,0
26800,0
26803,0
26811,0
26814,0
26825,0
26827,0
26838,0
26842,0
26849,1
26870,0
26872,0
26884,0
26892,0
26899,0
26901,0
26902,0
26916,0
26926,0
26927,0
26935,1
26964,0
26971,0
26972,0
26975,0
26976,0
26991,0
26993,0
27000,0
27018,0
27020,0
27021,0
27033,0
27034,0
27036,0
27037,0
27039,0
27044,0
27056,0
27066,0
27071,1
27076,0
27101,1
27110,1
27112,0
27121,0
27122,0
27124,0
27128,1
27153,0
27162,1
27168,0
27176,0
27178,0
27200,0
27203,0
27208,0
27209,0
27210,0
27211,1
27217,0
27225,0
27228,1
27237,0
27244,0
27245,0
27246,0
27252,1
27256,0
27263,0
27265,1
27266,0
27269,0
27272,0
27274,0
27277,1
27279,0
27281,1
27283,0
27300,1
27324,0
27330,0
27334,0
27337,0
27346,0
27353,0
27354,0
27362,1
27377,0
27382,1
27393,0
27401,1
27402,0
27403,1
27407,0
27416,0
27420,0
27423,0
27428,0
27431,0
27435,0
27438,1
27442,1
27446,1
27449,0
27454,0
27465,0
27470,0
27478,0
27483,0
27497,0
27498,1
27502,0
27506,0
27513,0
27527,1
27552,0
27556,0
27566,0
27570,1
27595,0
27596,0
27601,0
27602,0
27610,0
27611,1
27616,0
27619,0
27622,0
27624,0
27628,1
27634,0
27642,0
27644,1
27645,1
27650,0
27651,0
27653,0
27663,0
27673,0
27677,0
27679,0
27688,0
27689,0
27690,0
27693,0
27697,0
27698,1
27699,0
27706,0
27712,0
27718,0
27733,1
27740,1
27742,0
27745,1
27746,0
27751,0
27753,0
27755,0
27756,0
27761,0
27763,0
27769,0
27773,0
27774,0
27784,1
27786,0
27788,0
27795,0
27800,1
27801,0
27809,0
27813,0
27820,0
27826,1
27835,0
27842,0
27863,0
27870,1
27871,0
27874,1
27880,0
27881,0
27888,0
27899,0
27901,0
27913,1
27942,1
27945,0
27967,0
27977,1
27978,0
27984,0
27987,0
27989,1
27993,0
28002,0
28009,1
28013,0
28016,1
28032,0
28034,1
28045,0
28052,1
28059,0
28063,0
28073,0
28075,0
28080,0
28088,0
28089,0
28090,0
28093,0
28103,0
28112,1
28119,0
28127,0
28128,0
28129,0
28132,0
28147,1
28153,0
28165,0
28183,0
28186,0
28189,1
28197,0
28201,0
28206,0
28220,0
28221,0
28226,0
28240,0
28242,0
28246,0
28248,0
28251,0
28275,0
